conversation	sent_id	token_id	token
1	1	1	How
1	1	2	do
1	1	3	you
1	1	4	usually
1	1	5	go
1	1	6	about
1	1	7	putting
1	1	8	on
1	1	9	your
1	1	10	clothes
1	1	11	in
1	1	12	the
1	1	13	morning
1	1	14	?
			
1	2	1	I
1	2	2	lay
1	2	3	my
1	2	4	clothes
1	2	5	out
1	2	6	the
1	2	7	night
1	2	8	before
1	2	9	,
1	2	10	helps
1	2	11	me
1	2	12	dress
1	2	13	easily
1	2	14	in
1	2	15	the
1	2	16	morning
1	2	17	.
			
1	3	1	What
1	3	2	's
1	3	3	your
1	3	4	routine
1	3	5	like
1	3	6	for
1	3	7	taking
1	3	8	off
1	3	9	your
1	3	10	clothes
1	3	11	in
1	3	12	the
1	3	13	evening
1	3	14	?
			
1	4	1	I
1	4	2	undress
1	4	3	before
1	4	4	sitting
1	4	5	down
1	4	6	and
1	4	7	relaxing
1	4	8	for
1	4	9	the
1	4	10	rest
1	4	11	of
1	4	12	the
1	4	13	night
1	4	14	.
			
1	5	1	Do
1	5	2	you
1	5	3	have
1	5	4	your
1	5	5	own
1	5	6	way
1	5	7	to
1	5	8	make
1	5	9	sure
1	5	10	your
1	5	11	clothes
1	5	12	are
1	5	13	handled
1	5	14	properly
1	5	15	?
			
1	6	1	I
1	6	2	hang
1	6	3	up
1	6	4	my
1	6	5	clothes
1	6	6	to
1	6	7	keep
1	6	8	them
1	6	9	neat
1	6	10	and
1	6	11	ready
1	6	12	to
1	6	13	wear
1	6	14	next
1	6	15	time
1	6	16	.
			
1	7	1	It
1	7	2	's
1	7	3	good
1	7	4	to
1	7	5	hear
1	7	6	that
1	7	7	you
1	7	8	have
1	7	9	a
1	7	10	routine
1	7	11	.
1	7	12	How
1	7	13	do
1	7	14	you
1	7	15	feel
1	7	16	after
1	7	17	a
1	7	18	well
1	7	19	-
1	7	20	planned
1	7	21	day
1	7	22	?
			
1	8	1	I
1	8	2	feel
1	8	3	more
1	8	4	in
1	8	5	control
1	8	6	and
1	8	7	am
1	8	8	able
1	8	9	to
1	8	10	rest
1	8	11	easier
1	8	12	knowing
1	8	13	things
1	8	14	are
1	8	15	in
1	8	16	place
1	8	17	.
			
1	9	1	That
1	9	2	sounds
			
			
2	1	1	How
2	1	2	do
2	1	3	you
2	1	4	typically
2	1	5	start
2	1	6	your
2	1	7	day
2	1	8	,
2	1	9	getting
2	1	10	dressed
2	1	11	and
2	1	12	ready
2	1	13	?
			
2	2	1	I
2	2	2	usually
2	2	3	put
2	2	4	on
2	2	5	my
2	2	6	clothes
2	2	7	right
2	2	8	after
2	2	9	waking
2	2	10	up
2	2	11	.
			
2	3	1	And
2	3	2	how
2	3	3	about
2	3	4	taking
2	3	5	off
2	3	6	your
2	3	7	clothes
2	3	8	before
2	3	9	bed
2	3	10	?
			
2	4	1	I
2	4	2	undress
2	4	3	before
2	4	4	changing
2	4	5	into
2	4	6	my
2	4	7	night
2	4	8	clothes
2	4	9	.
			
2	5	1	Do
2	5	2	you
2	5	3	have
2	5	4	any
2	5	5	routine
2	5	6	for
2	5	7	taking
2	5	8	care
2	5	9	of
2	5	10	yourself
2	5	11	?
			
2	6	1	I
2	6	2	make
2	6	3	sure
2	6	4	to
2	6	5	have
2	6	6	a
2	6	7	warm
2	6	8	shower
2	6	9	every
2	6	10	morning
2	6	11	.
			
2	7	1	That
2	7	2	sounds
2	7	3	like
2	7	4	a
2	7	5	great
2	7	6	self
2	7	7	-
2	7	8	care
2	7	9	habit
2	7	10	.
2	7	11	How
2	7	12	's
2	7	13	your
2	7	14	overall
2	7	15	health
2	7	16	?
			
2	8	1	I
2	8	2	maintain
2	8	3	it
2	8	4	by
2	8	5	eating
2	8	6	well
2	8	7	,
2	8	8	exercising
2	8	9	often
2	8	10	,
2	8	11	and
2	8	12	resting
2	8	13	properly
2	8	14	.
			
			
3	1	1	Do
3	1	2	you
3	1	3	have
3	1	4	a
3	1	5	routine
3	1	6	for
3	1	7	getting
3	1	8	dressed
3	1	9	in
3	1	10	the
3	1	11	morning
3	1	12	?
			
3	2	1	Yes
3	2	2	,
3	2	3	I
3	2	4	usually
3	2	5	get
3	2	6	dressed
3	2	7	right
3	2	8	after
3	2	9	I
3	2	10	shower
3	2	11	around
3	2	12	9
3	2	13	a.m.
			
3	3	1	How
3	3	2	long
3	3	3	does
3	3	4	it
3	3	5	take
3	3	6	for
3	3	7	you
