conversation	sent_id	token_id	token
1	1	1	When
1	1	2	do
1	1	3	you
1	1	4	usually
1	1	5	have
1	1	6	your
1	1	7	meals
1	1	8	?
			
1	2	1	I
1	2	2	have
1	2	3	breakfast
1	2	4	around
1	2	5	8
1	2	6	am
1	2	7	,
1	2	8	lunch
1	2	9	at
1	2	10	12
1	2	11	pm
1	2	12	,
1	2	13	and
1	2	14	dinner
1	2	15	by
1	2	16	6
1	2	17	pm
1	2	18	.
			
1	3	1	How
1	3	2	do
1	3	3	you
1	3	4	usually
1	3	5	open
1	3	6	your
1	3	7	bottles
1	3	8	?
			
1	4	1	I
1	4	2	find
1	4	3	it
1	4	4	easier
1	4	5	to
1	4	6	use
1	4	7	a
1	4	8	jar
1	4	9	opener
1	4	10	to
1	4	11	open
1	4	12	bottles
1	4	13	.
			
1	5	1	Do
1	5	2	you
1	5	3	need
1	5	4	help
1	5	5	pouring
1	5	6	liquids
1	5	7	?
			
1	6	1	Not
1	6	2	really
1	6	3	,
1	6	4	I
1	6	5	hold
1	6	6	a
1	6	7	cup
1	6	8	with
1	6	9	both
1	6	10	hands
1	6	11	to
1	6	12	pour
1	6	13	liquids
1	6	14	safely
1	6	15	.
			
1	7	1	How
1	7	2	do
1	7	3	you
1	7	4	manage
1	7	5	drinking
1	7	6	with
1	7	7	a
1	7	8	straw
1	7	9	?
			
1	8	1	I
1	8	2	prefer
1	8	3	using
1	8	4	a
1	8	5	cup
1	8	6	with
1	8	7	a
1	8	8	lid
1	8	9	and
1	8	10	a
1	8	11	straw
1	8	12	for
1	8	13	easy
1	8	14	sipping
1	8	15	.
			
1	9	1	Do
1	9	2	you
1	9	3	often
1	9	4	stir
1	9	5	your
1	9	6	drinks
1	9	7	?
			
1	10	1	Yes
1	10	2	,
1	10	3	I
1	10	4	stir
1	10	5	my
1	10	6	teas
1	10	7	and
1	10	8	coffees
1	10	9	to
1	10	10	blend
1	10	11	the
1	10	12	flavors
1	10	13	just
1	10	14	right
1	10	15	.
			
1	11	1	How
1	11	2	do
1	11	3	you
1	11	4	ensure
1	11	5	you
1	11	6	keep
1	11	7	yourself
1	11	8	hydrated
			
			
2	1	1	How
2	1	2	have
2	1	3	you
2	1	4	been
2	1	5	taking
2	1	6	care
2	1	7	of
2	1	8	yourself
2	1	9	lately
2	1	10	?
			
2	2	1	I
2	2	2	've
2	2	3	been
2	2	4	making
2	2	5	sure
2	2	6	to
2	2	7	eat
2	2	8	well
2	2	9	every
2	2	10	day
2	2	11	.
			
2	3	1	That
2	3	2	's
2	3	3	great
2	3	4	to
2	3	5	hear
2	3	6	!
2	3	7	When
2	3	8	do
2	3	9	you
2	3	10	usually
2	3	11	have
2	3	12	your
2	3	13	meals
2	3	14	?
			
2	4	1	I
2	4	2	have
2	4	3	breakfast
2	4	4	around
2	4	5	8
2	4	6	a.m.
2	4	7	,
2	4	8	lunch
2	4	9	at
2	4	10	noon
2	4	11	,
2	4	12	and
2	4	13	dinner
2	4	14	at
2	4	15	6
2	4	16	p.m.
			
2	5	1	Do
2	5	2	you
2	5	3	prepare
2	5	4	your
2	5	5	own
2	5	6	meals
2	5	7	or
2	5	8	have
2	5	9	someone
2	5	10	cook
2	5	11	for
2	5	12	you
2	5	13	?
			
2	6	1	I
2	6	2	prefer
2	6	3	to
2	6	4	cook
2	6	5	for
2	6	6	myself
2	6	7	.
2	6	8	Makes
2	6	9	me
2	6	10	feel
2	6	11	independent
2	6	12	.
			
2	7	1	That
2	7	2	's
2	7	3	wonderful
2	7	4	!
2	7	5	What
2	7	6	's
2	7	7	your
2	7	8	favorite
2	7	9	meal
2	7	10	to
2	7	11	prepare
2	7	12	?
			
2	8	1	I
2	8	2	love
2	8	3	making
2	8	4	a
2	8	5	simple
2	8	6	pasta
